"indicatorID";"indicatorLabel";"country_iso3";"countryLabel";"year";"value"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AFG";"Afghanistan";"2001";"5.66842"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AUS";"Australia";"2001";"0.549923"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AZE";"Azerbaijan";"2001";"29.9857"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BHR";"Bahrain";"2001";"43.4783"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BLR";"Belarus";"2001";"1.25986"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"CYP";"Cyprus";"2001";"25"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"DNK";"Denmark";"2001";"7.62332"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"DOM";"Dominican Republic";"2001";"8.90219"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ESP";"Spain";"2001";"12.6253"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ETH";"Ethiopia";"2001";"0.323472"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"FIN";"Finland";"2001";"2.88029"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IND";"India";"2001";"32.2073"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IRN";"Iran";"2001";"12.5676"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ISR";"Israel";"2001";"31.5508"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ITA";"Italy";"2001";"15.9399"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"JOR";"Jordan";"2001";"7.14286"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"JPN";"Japan";"2001";"35.4684"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KEN";"Kenya";"2001";"0.0447111"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KGZ";"Kyrgyzstan";"2001";"9.53044"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MDA";"Moldova";"2001";"11.0673"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MDG";"Madagascar";"2001";"2.17908"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MOZ";"Mozambique";"2001";"0.0830259"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"NPL";"Nepal";"2001";"27.4243"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"PAK";"Pakistan";"2001";"48.1986"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"PSE";"Palestine";"2001";"4.41734"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ROU";"Romania";"2001";"2.20976"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"RUS";"Russia";"2001";"2.06907"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SVK";"Slovakia";"2001";"4.92239"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SVN";"Slovenia";"2001";"0.588235"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"TUN";"Tunisia";"2001";"3.64249"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"UKR";"Ukraine";"2001";"1.31279"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AFG";"Afghanistan";"2002";"4.62215"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ARG";"Argentina";"2002";"1.05353"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AUS";"Australia";"2002";"0.569351"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AZE";"Azerbaijan";"2002";"29.9901"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BEN";"Benin";"2002";"0.511144"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BLR";"Belarus";"2002";"1.27424"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BRN";"Brunei Darussalam";"2002";"0.909091"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"CYP";"Cyprus";"2002";"25"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"DNK";"Denmark";"2002";"7.65478"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"DOM";"Dominican Republic";"2002";"7.92127"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ECU";"Ecuador";"2002";"8.58478"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ESP";"Spain";"2002";"12.8488"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ETH";"Ethiopia";"2002";"0.324611"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"FIN";"Finland";"2002";"2.86225"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IDN";"Indonesia";"2002";"16.0831"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IND";"India";"2002";"31.533"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IRN";"Iran";"2002";"12.7381"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ISR";"Israel";"2002";"30.9059"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"JOR";"Jordan";"2002";"7.31707"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"JPN";"Japan";"2002";"35.3349"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KEN";"Kenya";"2002";"0.0261019"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KGZ";"Kyrgyzstan";"2002";"9.53044"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KOR";"Republic of Korea";"2002";"54.8723"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MDA";"Moldova";"2002";"9.00552"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MDG";"Madagascar";"2002";"2.17908"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MUS";"Mauritius";"2002";"21"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"NPL";"Nepal";"2002";"27.5407"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"NZL";"New Zealand";"2002";"3.17382"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"PAK";"Pakistan";"2002";"48.7745"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"PRI";"Puerto Rico";"2002";"7.65766"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"PSE";"Palestine";"2002";"4.37838"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ROU";"Romania";"2002";"3.29329"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"RUS";"Russia";"2002";"2.05215"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SDN";"Sudan";"2002";"1.03458"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SEN";"Senegal";"2002";"0.64"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SVK";"Slovakia";"2002";"3.3527"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SVN";"Slovenia";"2002";"0.594059"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SWZ";"Swaziland";"2002";"3.6634"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"TLS";"Timor-Leste";"2002";"7.98619"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"TUN";"Tunisia";"2002";"3.67715"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"TUR";"Turkey";"2002";"12.659"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"UKR";"Ukraine";"2002";"1.7637"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"USA";"United States of America";"2002";"5.41901"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"YEM";"Yemen";"2002";"2.88299"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AFG";"Afghanistan";"2003";"7.2593"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AUS";"Australia";"2003";"0.541069"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AUT";"Austria";"2003";"1.17842"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AZE";"Azerbaijan";"2003";"29.9289"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BEL";"Belgium";"2003";"0.136475"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BGR";"Bulgaria";"2003";"1.48329"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BLR";"Belarus";"2003";"1.26864"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BRN";"Brunei Darussalam";"2003";"0.909091"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BTN";"Bhutan";"2003";"7.07635"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BWA";"Botswana";"2003";"0.00054272"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"CHN";"China";"2003";"9.18039"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"CYP";"Cyprus";"2003";"23.3766"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"CZE";"Czech Republic";"2003";"0.395877"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"DNK";"Denmark";"2003";"7.58089"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"DOM";"Dominican Republic";"2003";"7.77413"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"DZA";"Algeria";"2003";"1.80927"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ECU";"Ecuador";"2003";"9.26897"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ESP";"Spain";"2003";"12.2697"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ETH";"Ethiopia";"2003";"0.381561"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"FIN";"Finland";"2003";"2.84951"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"GBR";"United Kingdom";"2003";"1.33876"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"GIN";"Guinea";"2003";"0.685446"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"GRC";"Greece";"2003";"15.5258"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"GTM";"Guatemala";"2003";"6.16311"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"GUY";"Guyana";"2003";"7.46487"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"HRV";"Croatia";"2003";"0.752508"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"HUN";"Hungary";"2003";"2.54049"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IDN";"Indonesia";"2003";"11.381"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IND";"India";"2003";"30.7336"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IRN";"Iran";"2003";"12.9106"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ITA";"Italy";"2003";"18.3337"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"JOR";"Jordan";"2003";"7.06468"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"JPN";"Japan";"2003";"35.0507"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KEN";"Kenya";"2003";"0.111632"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KGZ";"Kyrgyzstan";"2003";"9.47417"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KOR";"Republic of Korea";"2003";"53.4175"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"LAO";"Lao";"2003";"15.7096"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"LBN";"Lebanon";"2003";"18.9793"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MDA";"Moldova";"2003";"9.02294"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MDG";"Madagascar";"2003";"2.17908"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MEX";"Mexico";"2003";"1.90709"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MLT";"Malta";"2003";"20.1923"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MMR";"Myanmar";"2003";"22.8374"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MUS";"Mauritius";"2003";"22.2222"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"NPL";"Nepal";"2003";"27.6319"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"PAK";"Pakistan";"2003";"49.4816"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"PRI";"Puerto Rico";"2003";"7.87037"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"PSE";"Palestine";"2003";"4.19619"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ROU";"Romania";"2003";"3.84459"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"RUS";"Russia";"2003";"2.09962"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SDN";"Sudan";"2003";"1.13432"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SEN";"Senegal";"2003";"0.625579"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SLV";"El Salvador";"2003";"1.83752"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SVK";"Slovakia";"2003";"4.20394"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SVN";"Slovenia";"2003";"0.588235"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SWE";"Sweden";"2003";"1.68954"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SYC";"Seychelles";"2003";"5"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SYR";"Syrian Arab Republic";"2003";"9.85304"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"TUN";"Tunisia";"2003";"3.55683"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"TUR";"Turkey";"2003";"12.8309"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"UKR";"Ukraine";"2003";"1.76859"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"YEM";"Yemen";"2003";"1.99617"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AFG";"Afghanistan";"2004";"5.50236"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AUS";"Australia";"2004";"0.545773"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AZE";"Azerbaijan";"2004";"30.0322"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BGD";"Bangladesh";"2004";"51.3461"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BLR";"Belarus";"2004";"1.27275"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BRN";"Brunei Darussalam";"2004";"0.909091"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BTN";"Bhutan";"2004";"6.50685"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BWA";"Botswana";"2004";"0.00116158"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"CPV";"Cape Verde";"2004";"4.64"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"CYP";"Cyprus";"2004";"21.7949"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"DNK";"Denmark";"2004";"7.70975"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"DOM";"Dominican Republic";"2004";"8.94497"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"DZA";"Algeria";"2004";"1.92733"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ECU";"Ecuador";"2004";"9.52571"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ESP";"Spain";"2004";"11.7437"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ETH";"Ethiopia";"2004";"0.367058"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"FIN";"Finland";"2004";"2.84066"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"HRV";"Croatia";"2004";"1.02041"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"HUN";"Hungary";"2004";"2.04502"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IDN";"Indonesia";"2004";"14.4212"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IND";"India";"2004";"31.633"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"IRN";"Iran";"2004";"13.0819"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"JOR";"Jordan";"2004";"7.32883"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"JPN";"Japan";"2004";"35.9992"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KEN";"Kenya";"2004";"0.0407528"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KGZ";"Kyrgyzstan";"2004";"9.49861"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"KOR";"Republic of Korea";"2004";"52.879"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"LAO";"Lao";"2004";"9.27595"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"LBN";"Lebanon";"2004";"19.7399"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MAR";"Morocco";"2004";"4.29746"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MDA";"Moldova";"2004";"9.04441"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MDG";"Madagascar";"2004";"2.17908"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MEX";"Mexico";"2004";"1.95271"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MMR";"Myanmar";"2004";"23.1998"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MRT";"Mauritania";"2004";"0.0575881"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"MUS";"Mauritius";"2004";"21.4286"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"NGA";"Nigeria";"2004";"0.304735"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"NOR";"Norway";"2004";"4.23077"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"NPL";"Nepal";"2004";"27.6908"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"PAK";"Pakistan";"2004";"52.0461"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"PSE";"Palestine";"2004";"4.30518"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"ROU";"Romania";"2004";"2.31423"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"RUS";"Russia";"2004";"2.09742"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SDN";"Sudan";"2004";"1.23348"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SEN";"Senegal";"2004";"0.690687"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SLV";"El Salvador";"2004";"1.75155"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SVK";"Slovakia";"2004";"2.17166"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SVN";"Slovenia";"2004";"0.609756"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"SYR";"Syrian Arab Republic";"2004";"10.3488"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"TTO";"Trinidad and Tobago";"2004";"9.09091"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"TUN";"Tunisia";"2004";"3.62157"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"TUR";"Turkey";"2004";"12.6547"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"YEM";"Yemen";"2004";"2.86539"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AFG";"Afghanistan";"2005";"5.84015"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AUS";"Australia";"2005";"0.540269"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AUT";"Austria";"2005";"1.40017"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"AZE";"Azerbaijan";"2005";"30.0509"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BEL";"Belgium";"2005";"0.245842"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BGD";"Bangladesh";"2005";"51.1223"
"WB-AG.LND.IRIG.AG.ZS";"Agricultural Irrigated Land (% Total Agricultural Land)";"BGR";"Bulgaria";"2005";"1.02564"
